,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
12,0.625,0.125,0.4247312,0.41693482,0.8970568,0.53081816,0.3630237,0.1284782,0.4546371,0.41754797,0.14802393,0.12966824,0.10648313,0.002206965,0.0,0.0,0.0,0.071502686,0.54693604,0.34966716,0.42510387,0.4017594
13,0.0,0.5227274,0.45698923,0.9082452,0.9998119,0.3220486,0.54252917,0.35832632,0.11420207,0.9739114,0.89584035,0.9133403,0.92665374,0.13995017,0.017573081,0.03331485,0.11318133,0.7859955,0.53396606,1.0,0.52886987,0.9968877
14,0.33333334,0.5,0.43548387,0.40305832,0.87617755,0.5042911,0.3684818,0.13192558,0.37863085,0.009140767,0.18191135,0.02566572,0.0044736187,0.0,0.0,0.0,0.0,0.21450806,0.0,0.19283971,0.061814673,0.13252997
15,0.20833333,0.49431825,0.6021506,0.31341752,0.7828553,0.69528323,0.6152143,0.20331106,0.4124727,0.83257264,0.19333944,0.18458582,0.14696437,0.13683599,0.007532432,0.0,0.0,0.28601074,0.6990051,0.21137899,0.009291887,0.9175818
16,0.2916667,0.77272725,0.79569894,0.5576813,0.7081013,0.6446436,0.7952934,0.2734385,0.33199915,0.31846532,0.3727643,0.35151544,0.34630698,0.0,0.0,0.0,0.0,0.071502686,0.2718506,0.20077512,0.28828475,0.7882869
17,0.0,0.33522725,0.55376345,0.54663527,0.9052675,0.5085711,0.5421526,0.16986412,0.46633863,0.30786473,0.23280112,0.05875757,0.1573823,0.0,0.0,0.0,0.0,0.7859955,0.53396606,1.0,0.52886987,0.37354994
18,0.7083333,0.32386374,0.5913978,0.42403927,0.8211322,0.58406585,0.50797075,0.24551535,0.56564283,0.17204684,0.05460082,9.981818e-05,0.023099387,0.0,0.0,0.0,0.0,0.14300537,0.6407776,0.22041255,0.22300531,0.85206556
19,0.4166667,0.6988636,0.8064516,0.5182189,0.72320294,0.6763137,0.7959327,0.16992047,0.3274228,0.68753004,0.4589658,0.21691854,0.10190189,0.13048416,0.0036091127,0.00047764194,0.0,0.4290161,0.8381653,0.08166429,0.10331319,0.65906024
20,0.08333333,0.58522725,0.7096774,0.7309327,0.78455544,0.45163256,0.7106996,0.18598244,0.1009123,0.8503303,0.82522655,0.6216775,0.72269446,0.03885396,0.043296546,0.00028651775,0.002538636,0.6429901,0.75079346,0.104702316,0.032994077,0.7585025
21,0.45833334,0.7102274,0.8279571,0.4691591,0.7110963,0.6043647,0.66161066,0.5643134,0.41183764,0.7112326,0.4579948,0.789494,0.70120883,0.05437167,0.00012115541,0.044768818,0.0018550978,0.50053406,0.5242615,0.59884477,0.09736796,0.6607444
22,0.9166667,0.5284091,0.68817204,0.45717487,0.7197144,0.57533115,0.66987866,0.13833612,0.34057534,0.33215508,0.15564534,0.03543277,0.13718729,0.0,0.0,0.0,0.0,0.4290161,0.21035767,0.01609081,0.011201449,0.27271795
23,0.4166667,0.60227275,0.75806457,0.3711752,0.665112,0.69824165,0.7285597,0.2242128,0.3128786,0.14247002,0.19085127,0.11033502,0.28691998,8.240497e-05,0.0,0.0,0.0,0.4290161,0.8381653,0.08166429,0.10331319,0.8017247
24,0.7916667,0.46022737,0.64516133,0.3197256,0.9322541,0.57784075,0.4903825,0.2373758,0.42592695,0.13700055,0.02786957,0.076365665,0.0026920652,0.0,0.0,0.0,0.0,0.8575134,0.5760498,0.67103744,0.91168773,0.29432845
25,0.6666667,0.48295462,0.58064526,0.22670648,0.8782768,0.59446365,0.5076862,0.15474617,0.60422343,0.22547719,0.35512906,0.15682775,0.15338413,0.0,0.1410974,0.0,0.0,0.8575134,0.8834839,0.20554194,0.11782193,0.2835946
26,0.25000003,0.6988636,0.8064516,0.68035376,0.8360102,0.570568,0.65742356,0.23077264,0.6367388,0.77614075,0.5401445,0.44802356,0.2875524,0.066285074,0.0014160657,0.0,0.0,0.6429901,0.03881836,0.0,0.0,0.8361218
27,0.125,0.7670455,0.7741936,0.4814706,0.8885884,0.6210163,0.70296544,0.087296754,0.35028744,0.08968755,0.19790299,0.17903228,0.027145058,0.0,0.0,0.0,0.0,1.0,0.63430786,0.16675916,0.47961497,0.43712687
28,0.16666667,0.3920455,0.6290323,0.48629418,0.92307734,0.4894461,0.51099795,0.2755132,0.6140936,0.7631362,0.3360164,0.14599867,0.25087458,0.11426865,0.0011107042,0.0,0.0,0.50053406,1.0,0.11335982,0.08012285,0.9129844
29,0.7083333,0.91477275,0.89247316,0.32611826,0.73195434,0.83298784,0.854834,0.20365918,0.54860985,0.064308204,0.032549776,0.01130748,0.013880317,0.0,0.0,0.0,0.0,0.14300537,0.6407776,0.22041255,0.22300531,0.43378687
30,0.25000003,0.51136374,0.8172043,0.6471298,0.9293778,0.5006477,0.60657483,0.19591442,0.5570474,0.7678007,0.49388808,0.039291576,0.05064987,0.122206405,0.00043406276,0.0,0.0,0.6429901,0.03881836,0.0,0.0,0.68837976
31,0.625,0.7386365,0.6935485,0.4339235,0.7256732,0.6944626,0.7734483,0.1676969,0.42269447,0.47286683,0.23767328,0.44123456,0.04802873,0.002428679,0.0,0.1396147,0.0,0.071502686,0.54693604,0.34966716,0.42510387,0.49594545
32,0.5833333,0.48863637,0.58064526,0.4806848,0.6289885,0.5090925,0.54459304,0.2759576,0.18197723,0.84190696,0.57951814,0.08156597,0.05926939,0.00011165851,0.0,0.0,0.0,0.50053406,0.3592224,0.088397466,0.1489655,0.86277366
33,0.45833334,0.38636363,0.5913978,0.41222218,0.82451725,0.7270487,0.65628105,0.19834712,0.2139596,0.6282211,0.40261552,0.16658144,0.07807061,0.00065926946,0.0,0.0,0.0,0.50053406,0.5242615,0.59884477,0.09736796,0.59750175
34,0.625,0.096590996,0.2096774,0.102555126,0.6585591,0.41952735,0.19186121,0.19547689,0.4232758,0.037847094,0.042147085,0.0,0.01155509,0.0,0.0,0.0,0.0,0.071502686,0.54693604,0.34966716,0.42510387,0.04617977
35,0.6666667,0.57386374,0.63440865,0.4569725,0.9384525,0.6990549,0.5961985,0.0965637,0.58895487,0.40711263,0.17010517,0.29477155,0.18302305,0.00042774848,0.0,0.037119936,0.005199756,0.8575134,0.8834839,0.20554194,0.11782193,0.6162648
36,0.20833333,0.6079546,0.623656,0.42325065,0.6877506,0.571943,0.59971017,0.1887025,0.24057874,0.21771304,0.542408,0.3184276,0.3027077,0.0,0.000500835,9.693108e-05,0.0,0.28601074,0.6990051,0.21137899,0.009291887,0.85050416
37,0.75,0.14772725,0.19892472,0.07292485,0.483217,0.42889506,0.23349625,0.22387472,0.29792142,0.058852658,0.078782655,0.0,0.0,0.0,0.0,0.0,0.0,0.6429901,0.36245728,0.31366685,0.32862177,0.09976888
38,1.0000001,0.5227274,0.68817204,0.7589462,0.82097816,0.41550702,0.61604744,0.23456982,0.2794006,0.8022815,0.84045744,0.32781747,0.39124992,0.054014854,0.38551491,0.046978224,0.00061595184,0.35751343,0.46600342,0.03607831,0.034017757,0.814461
39,0.25000003,0.1704545,0.45698923,0.7949691,0.9500632,0.28559083,0.4714623,0.2791726,0.39256203,0.5763006,0.32103536,0.2541699,0.28387058,0.016800784,0.0024027433,0.0,0.0,0.6429901,0.03881836,0.0,0.0,0.81040454
40,0.2916667,0.6875,0.5107526,0.14474326,0.6175313,0.7307206,0.6054879,0.19170654,0.30306494,0.31081158,0.37060902,0.0647951,0.143411,0.0,0.0,0.0,0.0,0.071502686,0.2718506,0.20077512,0.28828475,0.35600233
41,0.875,0.82386374,0.78494626,0.3471749,0.68132734,0.6933909,0.81524795,0.1584548,0.4405965,0.15594901,0.12715547,0.2436745,0.030338122,0.0,0.0,0.0,0.0,0.28601074,0.84140015,0.0479924,0.0068311132,0.4337051
42,0.125,0.53977275,0.71505386,0.69869995,0.94836617,0.602686,0.71271557,0.36018753,0.4292709,0.38544622,0.6428669,0.55574495,0.1186302,0.0,1.6002473e-06,0.0007970175,0.0,1.0,0.63430786,0.16675916,0.47961497,0.62297344
43,0.33333334,0.6988636,0.71505386,0.5668341,0.7864466,0.6997617,0.8437925,0.3921172,0.4546808,0.4095987,0.28605425,0.061815027,0.018345304,0.0,0.0,0.0,0.0,0.21450806,0.0,0.19283971,0.061814673,0.55672836
44,0.45833334,0.61931825,0.5645161,0.3910019,0.6153207,0.58054894,0.53024286,0.2788096,0.15232724,0.16147923,0.2886501,0.35225707,0.24525839,0.0,0.0,0.0,0.0,0.50053406,0.5242615,0.59884477,0.09736796,0.8636544
45,0.4166667,0.6534091,0.7634409,0.7562686,0.8528547,0.5459334,0.75701004,0.22372594,0.26031998,0.44743028,0.89135826,0.6105051,0.45425564,0.0,0.08122416,0.0028446112,0.0008248413,0.4290161,0.8381653,0.08166429,0.10331319,0.69972706
46,0.9583333,0.534091,0.84946245,0.511158,0.8547578,0.5612671,0.68929034,0.22929442,0.28921854,0.6833089,0.5088749,0.03958395,0.03827299,0.070551746,0.002305383,0.0,0.0,0.35751343,0.2685852,0.024632312,0.024371518,0.68841076
47,0.625,0.2045455,0.55376345,0.73825765,0.8772454,0.2711416,0.40225083,0.25684172,0.3066113,0.7550678,0.7131328,0.7508995,0.92104244,0.010366344,0.024471534,0.022645436,0.5301802,0.071502686,0.54693604,0.34966716,0.42510387,0.34097195
48,0.125,0.596591,0.5913978,0.35193315,0.68705654,0.6971014,0.5498206,0.24099806,0.39517665,0.33111697,0.14875585,0.31043237,0.070905074,0.0,0.0,0.0,0.0,1.0,0.63430786,0.16675916,0.47961497,0.87654614
49,0.75,0.818182,0.71505386,0.30782172,0.45982456,0.8445695,0.8422182,0.50388974,0.43523744,0.41031283,0.30718982,0.34529006,0.5131946,0.00042759324,8.589309e-05,0.0,0.029770484,0.6429901,0.36245728,0.31366685,0.32862177,0.66262555
50,0.20833333,0.6534091,0.7204302,0.39654127,0.7258687,0.7476309,0.6794339,0.15835574,0.3147127,0.38819155,0.119491905,0.2759619,0.33129975,0.0,0.0,0.0,0.017178098,0.28601074,0.6990051,0.21137899,0.009291887,0.6163211
51,0.45833334,0.6875,0.73118275,0.25451884,0.46819544,0.8029495,0.7552509,0.17547631,0.24518347,0.050312538,0.12939373,0.17624351,0.34787998,0.0,0.0,0.0022763389,0.036933187,0.50053406,0.5242615,0.59884477,0.09736796,0.37415457
52,0.33333334,0.346591,0.5860216,0.65307224,0.9015293,0.49639183,0.53381056,0.15186813,0.46397635,0.3768733,0.2525496,0.17760555,0.15976526,0.0,0.0,0.0,0.0,0.21450806,0.0,0.19283971,0.061814673,0.8822262
53,0.0,0.5511365,0.65053767,0.5694225,0.8273535,0.5948556,0.7229684,0.3104622,0.36349437,0.2872525,0.29109007,0.10107779,0.1566546,0.0,0.00014666501,0.0,0.0,0.7859955,0.53396606,1.0,0.52886987,0.51352024
54,0.875,0.346591,0.66129035,0.710966,0.81365085,0.29821295,0.4397518,0.26438445,0.36392125,0.76799136,0.6939773,0.72091216,0.9461826,0.013019311,0.030092692,0.007956802,0.48463973,0.28601074,0.84140015,0.0479924,0.0068311132,0.35550094
55,0.5,0.3295455,0.623656,0.8177134,0.87496233,0.41672176,0.64450246,0.32461202,0.25834888,0.9815602,0.8094388,0.8915005,0.7140671,0.3340752,0.040442932,0.054148853,0.0,0.6429901,0.83169556,0.23735353,0.509479,0.8498478
56,0.875,0.7670455,0.672043,0.40860525,0.65570354,0.7606142,0.8022403,0.11552051,0.43752456,0.29144982,0.20041363,0.51283145,0.48187715,0.0,0.0,0.0,0.35050794,0.28601074,0.84140015,0.0479924,0.0068311132,0.6345651
57,0.7083333,0.7102274,0.7903226,0.4648398,0.7459452,0.66683954,0.6745146,0.31797287,0.5528312,0.22124779,0.23163112,0.099483654,0.09178896,0.0,0.0,0.0,0.0,0.14300537,0.6407776,0.22041255,0.22300531,0.6069057
58,0.875,0.534091,0.64516133,0.41412708,0.6647239,0.53222233,0.54958147,0.25585037,0.4838834,0.8259247,0.4936161,0.059936576,0.058212973,0.0012745514,0.0005303773,0.0,0.0,0.28601074,0.84140015,0.0479924,0.0068311132,0.85355854
59,0.2916667,0.721591,0.8978495,0.3953993,0.45950723,0.7311688,0.84644204,0.16673124,0.3301729,0.6065547,0.31623098,0.33272877,0.5885623,9.277384e-05,0.0,0.0,0.0,0.071502686,0.2718506,0.20077512,0.28828475,0.2934184
60,0.25000003,0.4545455,0.5161291,0.436537,0.7612467,0.47692972,0.46510893,0.11630759,0.48338243,0.050776497,0.1846446,0.012785869,0.0035894196,0.0,0.0,0.0,0.0,0.6429901,0.03881836,0.0,0.0,0.11408496
61,0.125,0.3125,0.5752688,0.8039522,0.9659741,0.48218936,0.57163423,0.34510648,0.3758787,0.89637953,0.67370296,0.44735268,0.2741257,0.082878195,0.0057015177,0.049037136,0.0,1.0,0.63430786,0.16675916,0.47961497,0.29730892
62,0.5,0.21590912,0.46236557,0.6191819,0.86582065,0.35077137,0.45232004,0.2715744,0.26804143,0.5738108,0.36740768,0.24912827,0.27684984,0.020645246,0.006065571,0.0024279887,0.0,0.6429901,0.83169556,0.23735353,0.509479,0.81570864
63,0.45833334,0.6477274,0.6290323,0.6705694,0.91310215,0.47915572,0.70959693,0.28900388,0.21339913,0.52803695,0.8179578,0.6408492,0.48123205,0.0,0.036835298,0.0045762314,0.0010141241,0.50053406,0.5242615,0.59884477,0.09736796,0.73159313
64,0.2916667,0.7045456,0.64516133,0.14282018,0.52610266,0.50782365,0.42411762,0.17435196,0.36280116,0.0,0.008506106,0.059662748,0.048559636,0.0,0.0,0.0,0.0,0.071502686,0.2718506,0.20077512,0.28828475,0.1833396
65,0.7083333,0.7386365,0.8172043,0.60175216,0.7610104,0.605189,0.7326092,0.23866025,0.40249082,0.70368576,0.600031,0.28666064,0.22104171,0.0,0.00014840494,0.0,0.0,0.14300537,0.6407776,0.22041255,0.22300531,0.65194464
66,0.7916667,0.6477274,0.7473119,0.55964875,0.88708854,0.51799566,0.663907,0.1654129,0.39129716,0.36650756,0.31009153,0.30867222,0.45329437,0.0,0.0,0.0,2.7618555e-06,0.8575134,0.5760498,0.67103744,0.91168773,0.81518435
67,0.5416667,0.72727275,0.7634409,0.40792534,0.60170746,0.71042186,0.83473796,0.24602649,0.16794208,0.2463664,0.35841805,0.097549975,0.17646141,0.0,0.0056839674,0.0,0.0,0.21450806,0.32687378,0.093006276,0.10226981,0.41725302
68,0.45833334,0.16477275,0.3709678,0.20481893,0.7734308,0.5114911,0.43922907,0.2789715,0.19068621,0.307477,0.1940896,0.00082627597,0.004028802,0.0023894885,0.0,0.0,0.0,0.50053406,0.5242615,0.59884477,0.09736796,0.19921708
69,0.125,0.55681825,0.65053767,0.1749562,0.61236405,0.68279856,0.45532042,0.2115049,0.5003964,0.32597923,0.078930095,0.006970461,0.022520076,0.0,0.0,2.2969927e-05,0.0,1.0,0.63430786,0.16675916,0.47961497,0.8936436
70,0.75,0.5,0.43010753,0.16655368,0.7356138,0.46818477,0.29819041,0.2873435,0.25226223,0.0018556112,0.0,0.019588213,0.0031296043,0.0,0.0,0.0,0.0,0.6429901,0.36245728,0.31366685,0.32862177,0.9335594
71,0.7916667,0.28977275,0.36021507,0.6812905,0.9837837,0.080090046,0.04702711,0.77712756,0.31834367,0.23155773,0.23382011,0.80005383,0.89548653,0.0,0.0,0.019984351,0.012851663,0.8575134,0.5760498,0.67103744,0.91168773,0.13553452
72,0.20833333,0.5,0.6989247,0.32772484,0.6946912,0.57725734,0.58653027,0.2622049,0.29671827,0.33630186,0.14179723,0.0010871695,0.00031179746,0.0,0.0,0.0,0.0,0.28601074,0.6990051,0.21137899,0.009291887,0.8584008
73,0.20833333,0.5681819,0.7204302,0.41389188,0.499282,0.55215603,0.62951237,0.19262215,0.25659895,0.14983524,0.24064876,0.35088047,0.0019020775,0.0,0.0,0.00043160672,0.0,0.28601074,0.6990051,0.21137899,0.009291887,0.14887118
74,0.5416667,0.46022737,0.5483871,0.5142851,0.7927227,0.4759168,0.6156867,0.18897909,0.102473795,0.47841194,0.73916996,0.3621848,0.102224156,0.00011716924,0.00014420859,0.0,0.0,0.21450806,0.32687378,0.093006276,0.10226981,0.25299644
75,0.7083333,0.880682,0.76881725,0.43031004,0.75950456,0.80133396,0.7550778,0.15195456,0.5526233,0.035853777,0.01762264,0.14034557,0.1553899,0.0,0.0,0.007103543,0.0011001197,0.14300537,0.6407776,0.22041255,0.22300531,0.55861306
76,0.041666668,0.58522725,0.5215054,0.40420595,0.7461817,0.5471403,0.5673736,0.18457788,0.2997682,0.20079927,0.32189357,0.43882114,0.84441656,0.0,0.0,0.0,0.0019167085,0.7859955,0.6666565,0.16199034,0.08181586,0.9257033
77,0.7916667,0.73295474,0.8010754,0.38122442,0.8844433,0.65346867,0.7343307,0.29130572,0.43064696,0.109889515,0.1377059,0.002492954,0.0,0.0,0.0,0.0,0.0,0.8575134,0.5760498,0.67103744,0.91168773,0.5137372
78,0.875,0.5056819,0.7365592,0.7879077,0.8049023,0.5055979,0.7276735,0.33111495,0.32387084,0.8091273,0.88192374,0.66477823,0.6476818,5.8846505e-05,0.28319275,0.0,0.0,0.28601074,0.84140015,0.0479924,0.0068311132,0.88573647
79,0.75,0.42613637,0.64516133,0.437636,0.4591334,0.5366815,0.54235893,0.1940577,0.2463676,0.3331087,0.31555307,0.17689374,0.35286552,0.0,0.0,0.0,3.9849492e-05,0.6429901,0.36245728,0.31366685,0.32862177,0.21592021
80,0.8333333,0.58522725,0.5053764,0.5732691,0.6609101,0.6270699,0.6301407,0.30613944,0.11098084,0.15616493,0.47364923,0.37672496,0.82404697,0.0,0.0,0.0,0.002914832,0.50053406,0.6925354,0.06965219,0.09323385,0.9090073
81,0.08333333,0.7386365,0.71505386,0.362084,0.7087884,0.64762145,0.6691336,0.14888665,0.11757442,0.34685224,0.4343681,0.3298249,0.21012628,0.0,0.00080689695,0.0,0.0,0.6429901,0.75079346,0.104702316,0.032994077,0.532063
82,0.9583333,0.818182,0.8548388,0.777931,0.75159836,0.48127633,0.70990664,0.51732993,0.55854666,0.8513408,0.7966181,0.78556037,0.8381599,0.11511636,0.042876806,0.08130581,0.102221414,0.35751343,0.2685852,0.024632312,0.024371518,0.85911894
83,0.0,0.27840912,0.2634409,0.56230414,0.7966757,0.24917787,0.15645021,0.45631725,0.55547494,0.7067925,0.42368582,0.41020706,0.66289186,0.0082934955,0.0,0.050640725,0.020235721,0.7859955,0.53396606,1.0,0.52886987,0.21848631
84,0.8333333,0.68181825,0.6989247,0.5814011,0.70717025,0.6008138,0.7682796,0.16013995,0.21398254,0.49241158,0.863356,0.47352925,0.2399839,0.0,0.094057314,0.003641839,0.0,0.50053406,0.6925354,0.06965219,0.09323385,0.64044905
85,0.08333333,0.2045455,0.451613,0.41531977,0.8350768,0.56335944,0.48909575,0.080242485,0.15563229,0.39351207,0.3627621,0.4207985,0.58469576,0.0005745132,0.0,0.0,1.8409748e-05,0.6429901,0.75079346,0.104702316,0.032994077,0.3239329
86,0.2916667,0.3125,0.5107526,0.51989114,0.7716117,0.28404933,0.32354504,0.19567192,0.2714581,0.28271255,0.48126873,0.4668553,0.39101306,0.0,0.0,0.00026702043,0.043515902,0.071502686,0.2718506,0.20077512,0.28828475,0.1833396
87,0.37500003,0.6988636,0.7258064,0.4522545,0.62386155,0.7093294,0.74397415,0.1859869,0.3713807,0.03775714,0.077008575,0.0937967,0.013044434,0.0,0.0,0.0,0.0,0.0,0.41748047,0.98085666,1.0,0.4736061
88,0.9166667,0.53977275,0.5430108,0.48248437,0.4113245,0.6171902,0.72328025,0.17214563,0.3290587,0.3719222,0.47093126,0.16384447,0.4013018,0.0,0.0,0.0,0.0,0.4290161,0.21035767,0.01609081,0.011201449,0.7928362
89,0.041666668,0.53977275,0.49462372,0.18829781,0.5988941,0.5366333,0.35982352,0.17358866,0.38410568,0.0,0.0,0.06378959,0.05099517,0.0,0.0,0.0,0.0,0.7859955,0.6666565,0.16199034,0.08181586,0.19718194
90,0.75,0.5284091,0.5752688,0.16099834,0.63703513,0.62941617,0.56971055,0.1901058,0.34416044,0.69015473,0.688877,0.24967207,0.17011663,0.04634686,0.059351683,0.0,0.0,0.6429901,0.36245728,0.31366685,0.32862177,0.92086005
91,0.75,0.6136364,0.58064526,0.29754433,0.5480038,0.61929697,0.64648753,0.16187593,0.25074792,0.08504376,0.083467096,0.19361933,0.34022707,0.0,0.0,0.0,0.0,0.6429901,0.36245728,0.31366685,0.32862177,0.74288225
92,1.0000001,0.58522725,0.6989247,0.19137266,0.36195135,0.7257163,0.59095436,0.1402759,0.14332595,0.22555737,0.023237547,0.04657128,0.18510717,0.0,0.0,0.0,0.0,0.35751343,0.46600342,0.03607831,0.034017757,0.25559688
93,0.0,0.625,0.655914,0.6428888,0.73689675,0.5984681,0.7099363,0.21825907,0.44590694,0.3449613,0.43343905,0.38784757,0.35510683,0.0,0.0,0.0,0.0,0.7859955,0.53396606,1.0,0.52886987,0.8723774
94,0.875,0.5284091,0.5430108,0.31939986,0.78209233,0.6118247,0.58003443,0.10665998,0.33387223,0.15441582,0.14978759,0.43088633,0.20205258,0.0,0.0,8.861178e-05,0.0,0.28601074,0.84140015,0.0479924,0.0068311132,0.3952825
95,0.16666667,0.7556819,0.79569894,0.3474684,0.7643831,0.72785956,0.7721849,0.17146,0.6904336,0.12225969,0.10806438,0.01639557,0.0015268893,0.0,0.0,0.0,0.0,0.50053406,1.0,0.11335982,0.08012285,0.45538664
96,0.4166667,0.60227275,0.60752696,0.3445802,0.74334645,0.7153142,0.5581625,0.22993568,0.31243646,0.24472877,0.20898113,0.08880371,0.001530374,0.0,0.0,0.0,0.0,0.4290161,0.8381653,0.08166429,0.10331319,0.9030671
97,0.37500003,0.60227275,0.623656,0.3493993,0.732466,0.582491,0.5582842,0.27504408,0.28799516,0.0347891,0.2180861,0.09865767,0.113465965,0.0,0.0,0.0,0.0,0.0,0.41748047,0.98085666,1.0,0.79387736
98,0.25000003,0.3920455,0.672043,0.61083233,0.9478662,0.5578945,0.6717215,0.29089874,0.5587232,0.59430003,0.22915901,0.07709097,0.08544159,0.21549974,0.0,0.00018988071,0.0,0.6429901,0.03881836,0.0,0.0,0.68837976
99,0.9583333,0.72727275,0.63440865,0.66407037,0.78155446,0.43473095,0.60796195,0.2566668,0.22662273,0.10303788,0.4021127,0.5837574,0.47288263,0.0,0.0,0.0,0.0,0.35751343,0.2685852,0.024632312,0.024371518,0.85911894
100,0.125,0.6931819,0.58064526,0.4634463,0.9597392,0.56795913,0.563418,0.2095061,0.4307495,0.027247867,0.11479966,0.14107567,0.03419298,8.1257196e-05,6.713453e-06,0.00584299,0.0,1.0,0.63430786,0.16675916,0.47961497,0.45577836
101,0.16666667,0.43750012,0.47311836,0.38325498,0.86673546,0.6397062,0.43853265,0.08778225,0.6069542,0.013761367,0.00894177,0.030579478,0.16158764,0.0,0.0,0.0,0.00065473217,0.50053406,1.0,0.11335982,0.08012285,0.7970886
102,0.9583333,0.30113637,0.5483871,0.40067694,0.8510449,0.5962884,0.5144915,0.24823827,0.25155973,0.22497198,0.0621044,0.0003507267,0.038049765,0.0,0.0,0.0,0.0,0.35751343,0.2685852,0.024632312,0.024371518,0.84444284
103,0.4166667,0.721591,0.7795699,0.41785446,0.70435095,0.78318256,0.7903394,0.18415293,0.31262082,0.0939189,0.077572286,0.38458458,0.18419355,0.0,0.0,0.0,5.967343e-05,0.4290161,0.8381653,0.08166429,0.10331319,0.50050426
104,0.20833333,0.7954546,0.7096774,0.7247026,0.6763644,0.49145502,0.65463454,0.18283302,0.2877593,0.2616015,0.6120184,0.7976342,0.5244755,0.0,0.0,0.037876952,0.0,0.28601074,0.6990051,0.21137899,0.009291887,0.90359473
105,0.0,0.38068187,0.6129033,0.65204525,0.76170516,0.5318437,0.53415614,0.26414594,0.41659248,0.34087756,0.3895878,0.41086647,0.18198524,0.0,0.0,0.0,0.0,0.7859955,0.53396606,1.0,0.52886987,0.76918817
106,0.0,0.113636374,0.40322572,0.48515567,0.9748931,0.5282063,0.4229148,0.36132002,0.5349851,0.32061705,0.058527358,0.0074656517,0.040694293,0.0,0.0,0.0,0.0,0.7859955,0.53396606,1.0,0.52886987,0.9328623
107,0.7916667,0.7500001,0.70430106,0.79991686,0.9699626,0.40630943,0.49693638,0.17010722,0.3720407,0.85999644,0.465148,0.7524922,0.5612671,0.037424862,0.0,0.002608458,0.02449032,0.8575134,0.5760498,0.67103744,0.91168773,0.90345144
108,0.7916667,0.784091,0.7204302,0.41705683,0.8649709,0.745858,0.72189564,0.1793006,0.66023254,0.014728026,0.03311954,0.055030193,0.065086104,0.0,0.0,0.0,0.0,0.8575134,0.5760498,0.67103744,0.91168773,0.6470859
